topic,premise,claim,mace_ibm,hidden_reasoning_keyword,claim_keyword,premise_keyword
Whaling,there is no benefit to whaling; it is bloody and barbaric.,We should ban whaling,0.66664209,Hunting of whales is inhumane and should not be acceptable in this day and age,Banning of whaling,bloody and barbaric
Whaling,there is no benefit to whaling; it is bloody and barbaric.,We should ban whaling,0.66664209,"should be legal because  whales are full of persistent toxins, so",Banning whaling,there is no benefit to fish these animals.
Whaling,there is no benefit to whaling; it is bloody and barbaric.,We should ban whaling,0.66664209,it only butchers these magnificent animals,Ban whaling,it has not benefit and is barbaric
Zoos,zoos torture animals by keeping them in unnatural cages.,We should abolish zoos,0.6547681710000000,"stops humans from forcing animals to live in unnatural and unfamiliar habitat, which",abolishing zoos,torture animals by keeping them in unnatural cages
Zoos,zoos torture animals by keeping them in unnatural cages.,We should abolish zoos,0.6547681710000000,Causes animals painful suffering by creating discomfort,Abolish zoos,keeps animals in unnatural cages
Zoos,zoos torture animals by keeping them in unnatural cages.,We should abolish zoos,0.6547681710000000,would prevent animals' increase risk of disease and being less developed which happens when zoos,Abolishing zoos,keep them in unnatural cages
Whaling,"Whales are sentient, intelligent creatures and as such, have a right to life.",We should ban whaling,0.997085761,avoids excessive killing of whales which results in,banning whaling,whales having a right to life
Whaling,"Whales are sentient, intelligent creatures and as such, have a right to life.",We should ban whaling,0.997085761,stops people from killing and hurting whales which are bad because,banning whaling,"whales are sentient, intelligent creatures and as such, have a right to life"
Whaling,"Whales are sentient, intelligent creatures and as such, have a right to life.",We should ban whaling,0.997085761,as whales are valuable to our oceans and have a large role to play in our ecosystem of marine life and are,Ban whaling,"intelligent creatures and as such, have a right to life."
Whaling,"Animals have rights, and we as custodians of nature have an obligation to them to protect them from this cruel and needless death",We should ban whaling,0.999904805,"as this practice is shown to be no longer useful or needed by humans and is unnecessary, therefore, we absolutely need",Ban whaling,to protect them from this cruel and needless death
Whaling,"Animals have rights, and we as custodians of nature have an obligation to them to protect them from this cruel and needless death",We should ban whaling,0.999904805,"The bible tells us to take care of the earth and it's creatures making killing off species a sin,",Whaling should stop,we are responsible for safeguarding nature.
